Level	Date and Time	Source	Event ID	Task Category
Information	15/12/2015 14:09:02	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileCrypt' (10.0, ‎2015‎-‎10‎-‎30T02:37:49.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:09:01	Microsoft-Windows-Ntfs	98	None	Volume C: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information	15/12/2015 14:09:00	Microsoft-Windows-FilterManager	6	None	File System Filter 'WdFilter' (10.0, ‎2015‎-‎10‎-‎30T02:34:35.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:09:00	Microsoft-Windows-FilterManager	6	None	File System Filter 'Wof' (10.0, ‎2015‎-‎10‎-‎30T02:38:16.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:09:00	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileInfo' (10.0, ‎2015‎-‎10‎-‎30T02:37:17.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:09:00	Microsoft-Windows-Kernel-Boot	32	None	The bootmgr spent 0 ms waiting for user input.
Information	15/12/2015 14:09:00	Microsoft-Windows-Kernel-Boot	18	None	There are 0x1 boot options on this system.
Information	15/12/2015 14:09:00	Microsoft-Windows-Kernel-Boot	25	None	The boot menu policy was 0x1.
Information	15/12/2015 14:09:00	Microsoft-Windows-Kernel-Boot	27	None	The boot type was 0x0.
Information	15/12/2015 14:09:00	Microsoft-Windows-Kernel-General	12	None	The operating system started at system time ‎2015‎-‎12‎-‎15T14:09:00.490435400Z.
Information	15/12/2015 14:09:10	EventLog	6005	None	The Event log service was started.
Information	15/12/2015 14:09:10	EventLog	6009	None	Microsoft (R) Windows (R) 10.00. 10586  Multiprocessor Free.
