Level	Date and Time	Source	Event ID	Task Category
Warning	8/31/2016 2:32:03 PM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device USB\VID_17E9&PID_4307&MI_01\7&8d2da4c&0&0001.
Information	8/31/2016 2:32:03 PM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Warning	8/31/2016 2:32:03 PM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device USB\VID_17E9&PID_4307&MI_00\7&8d2da4c&0&0000.
Information	8/31/2016 2:32:03 PM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Information	8/31/2016 2:32:03 PM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Warning	8/31/2016 2:32:03 PM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device USB\VID_138A&PID_0017\ed7a1ef73db9.
Information	8/31/2016 2:32:03 PM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Information	8/31/2016 2:32:01 PM	e1dexpress	32	None	"Intel(R) Ethernet Connection (3) I218-LM
 Network link has been established at 1Gbps full duplex.
"
Information	8/31/2016 2:31:57 PM	Netwtw04	7002	None	"The description for Event ID 7002 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP4
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	8/31/2016 2:31:57 PM	Netwtw04	7002	None	"The description for Event ID 7002 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP4
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	8/31/2016 2:31:57 PM	Netwtw04	7001	None	"The description for Event ID 7001 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP4
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	8/31/2016 2:31:57 PM	Netwtw04	7001	None	"The description for Event ID 7001 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP4
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	8/31/2016 2:31:57 PM	Netwtw04	7036	None	The \Device\NDMP4 service entered the Intel(R) Dual Band Wireless-AC 7265 state.
Information	8/31/2016 2:31:57 PM	MEIx64	2	None	Intel(R) Management Engine Interface driver has started successfully.
Information	8/31/2016 2:31:57 PM	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2594
Maximum performance percentage: 123
Minimum performance percentage: 19
Minimum throttle percentage: 1"
Information	8/31/2016 2:31:57 PM	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2594
Maximum performance percentage: 123
Minimum performance percentage: 19
Minimum throttle percentage: 1"
Information	8/31/2016 2:31:57 PM	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2594
Maximum performance percentage: 123
Minimum performance percentage: 19
Minimum throttle percentage: 1"
Information	8/31/2016 2:31:57 PM	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2594
Maximum performance percentage: 123
Minimum performance percentage: 19
Minimum throttle percentage: 1"
Warning	8/31/2016 2:31:57 PM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device ROOT\SYSTEM\0001.
Information	8/31/2016 2:31:57 PM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Information	8/31/2016 2:31:56 PM	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{33e9f129-0000-0000-0000-206f70000000} (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information	8/31/2016 2:31:56 PM	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{33e9f129-0000-0000-0000-100000000000} (\Device\HarddiskVolume1) is healthy.  No action is needed.
Information	8/31/2016 2:31:56 PM	Microsoft-Windows-Ntfs	98	None	Volume D: (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information	8/31/2016 2:31:56 PM	VMnetAdapter	36	None	() Starting up the Adapter Driver for VMware Virtual Networks.
Information	8/31/2016 2:31:56 PM	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: NIC compliance
Information	8/31/2016 2:31:56 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'npsvctrig' (10.0, ‎2016‎-‎07‎-‎15T20:28:33.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/31/2016 2:31:56 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileCrypt' (10.0, ‎2016‎-‎07‎-‎15T20:22:39.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/31/2016 2:31:56 PM	Microsoft-Windows-Ntfs	98	None	Volume C: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information	8/31/2016 2:31:56 PM	TPM	24	None	The Trusted Platform Module (TPM) status: Enabled and Active.
Information	8/31/2016 2:31:56 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'WdFilter' (10.0, ‎2016‎-‎07‎-‎15T20:25:21.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/31/2016 2:31:56 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'Wof' (10.0, ‎2016‎-‎08‎-‎05T21:45:24.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/31/2016 2:31:56 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileInfo' (10.0, ‎2016‎-‎07‎-‎15T20:26:05.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/31/2016 2:31:55 PM	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Information	8/31/2016 2:31:55 PM	Microsoft-Windows-Kernel-Boot	32	None	The bootmgr spent 0 ms waiting for user input.
Information	8/31/2016 2:31:55 PM	Microsoft-Windows-Kernel-Boot	18	None	There are 0x1 boot options on this system.
Information	8/31/2016 2:31:55 PM	Microsoft-Windows-Kernel-Boot	25	(32)	The boot menu policy was 0x1.
Information	8/31/2016 2:31:55 PM	Microsoft-Windows-Kernel-Boot	27	(33)	The boot type was 0x0.
Information	8/31/2016 2:31:55 PM	Microsoft-Windows-Kernel-Boot	20	(31)	The last shutdown's success status was true. The last boot's success status was true.
Information	8/31/2016 2:31:55 PM	Microsoft-Windows-Kernel-Boot	153	None	The Virtualization Based Security (policies: 0) is disabled with status STATUS_SUCCESS.
Information	8/31/2016 2:31:55 PM	Microsoft-Windows-Kernel-General	12	(1)	The operating system started at system time ‎2016‎-‎08‎-‎31T20:31:55.486976600Z.
Information	8/31/2016 2:32:05 PM	EventLog	6013	None	The system uptime is 10 seconds.
Information	8/31/2016 2:32:05 PM	EventLog	6005	None	The Event log service was started.
Information	8/31/2016 2:32:05 PM	EventLog	6009	None	Microsoft (R) Windows (R) 10.00. 14393  Multiprocessor Free.
Information	8/31/2016 2:31:28 PM	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
Information	8/31/2016 2:31:28 PM	EventLog	6006	None	The Event log service was stopped.
Error	8/31/2016 2:31:22 PM	Service Control Manager	7031	None	The VMware Workstation Server service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 60000 milliseconds: Restart the service.
Information	8/31/2016 2:31:22 PM	Microsoft-Windows-Winlogon	7002	(1102)	User Logoff Notification for Customer Experience Improvement Program
Information	8/31/2016 2:31:16 PM	User32	1074	None	"The process C:\Windows\Explorer.EXE (DESKTOP-EEMI531) has initiated the restart of computer DESKTOP-EEMI531 on behalf of user DESKTOP-EEMI531\AndyL for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: restart
 Comment: "
Information	8/31/2016 2:27:42 PM	Service Control Manager	7040	None	The start type of the Auto Time Zone Updater service was changed from disabled to demand start.
Information	8/31/2016 2:26:10 PM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	8/31/2016 2:26:04 PM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	8/31/2016 2:25:57 PM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	8/31/2016 2:25:39 PM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	8/31/2016 2:25:29 PM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Error	8/31/2016 2:21:15 PM	Microsoft-Windows-DistributedCOM	10016	None	"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-EEMI531\AndyL SID (S-1-5-21-1575717692-3803065512-522513972-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-1861897761-1695161497-2927542615-642690995-327840285-2659745135-2630312742). This security permission can be modified using the Component Services administrative tool."
Error	8/31/2016 2:21:15 PM	Microsoft-Windows-DistributedCOM	10016	None	"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-EEMI531\AndyL SID (S-1-5-21-1575717692-3803065512-522513972-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-1861897761-1695161497-2927542615-642690995-327840285-2659745135-2630312742). This security permission can be modified using the Component Services administrative tool."
Error	8/31/2016 2:21:15 PM	Microsoft-Windows-DistributedCOM	10016	None	"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-EEMI531\AndyL SID (S-1-5-21-1575717692-3803065512-522513972-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-1861897761-1695161497-2927542615-642690995-327840285-2659745135-2630312742). This security permission can be modified using the Component Services administrative tool."
Error	8/31/2016 2:21:15 PM	Microsoft-Windows-DistributedCOM	10016	None	"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-EEMI531\AndyL SID (S-1-5-21-1575717692-3803065512-522513972-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-1861897761-1695161497-2927542615-642690995-327840285-2659745135-2630312742). This security permission can be modified using the Component Services administrative tool."
Error	8/31/2016 2:21:15 PM	Microsoft-Windows-DistributedCOM	10016	None	"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-EEMI531\AndyL SID (S-1-5-21-1575717692-3803065512-522513972-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-1861897761-1695161497-2927542615-642690995-327840285-2659745135-2630312742). This security permission can be modified using the Component Services administrative tool."
Error	8/31/2016 2:21:15 PM	Microsoft-Windows-DistributedCOM	10016	None	"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-EEMI531\AndyL SID (S-1-5-21-1575717692-3803065512-522513972-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-1861897761-1695161497-2927542615-642690995-327840285-2659745135-2630312742). This security permission can be modified using the Component Services administrative tool."
Error	8/31/2016 2:21:15 PM	Microsoft-Windows-DistributedCOM	10016	None	"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-EEMI531\AndyL SID (S-1-5-21-1575717692-3803065512-522513972-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-1861897761-1695161497-2927542615-642690995-327840285-2659745135-2630312742). This security permission can be modified using the Component Services administrative tool."
Warning	8/31/2016 2:05:41 PM	VMnetDHCP	1	None	dispatch: Timeout waiting for input data
Information	8/31/2016 1:59:41 PM	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	8/31/2016 1:57:13 PM	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	8/31/2016 1:57:00 PM	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	8/31/2016 1:53:25 PM	Microsoft-Windows-TPM-WMI	1026	None	"The Trusted Platform Module (TPM) hardware on this computer cannot be provisioned for use automatically.  To set up the TPM interactively use the TPM management console (Start->tpm.msc) and use the action to make the TPM ready.

Error: The TPM provisioning action is not allowed by the specified flags.  For provisioning to be successful, one of several actions may be required.  The TPM management console (tpm.msc) action to make the TPM Ready may help.  For further information, see the documentation for the Win32_Tpm WMI method 'Provision'.  (The actions that may be required include importing the TPM Owner Authorization value into the system, calling the Win32_Tpm WMI method for provisioning the TPM and specifying TRUE for either 'ForceClear_Allowed' or 'PhysicalPresencePrompts_Allowed' (as indicated by the value returned in the Additional Information), or enabling the TPM in the system BIOS.)
Additional Information: 0x80011c"
Information	8/31/2016 1:53:16 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver hdxrt.inf_amd64_32a5eeb957632727\hdxrt.inf for Device Instance ID HDAUDIO\FUNC_01&VEN_10EC&DEV_0292&SUBSYS_17AA2223&REV_1000\4&906CEEA&0&0001 with the following status: 0x0.
Warning	8/31/2016 1:53:16 PM	Microsoft-Windows-TaskScheduler	414	Task Misconfiguration	Task Scheduler service found a misconfiguration in the NT TASK\DolbySelectorTask definition. Additional Data: Error Value: %ProgramFiles%\Dolby Digital Plus\ddp.exe.
Information	8/31/2016 1:53:15 PM	Microsoft-Windows-TPM-WMI	1026	None	"The Trusted Platform Module (TPM) hardware on this computer cannot be provisioned for use automatically.  To set up the TPM interactively use the TPM management console (Start->tpm.msc) and use the action to make the TPM ready.

Error: The TPM provisioning action is not allowed by the specified flags.  For provisioning to be successful, one of several actions may be required.  The TPM management console (tpm.msc) action to make the TPM Ready may help.  For further information, see the documentation for the Win32_Tpm WMI method 'Provision'.  (The actions that may be required include importing the TPM Owner Authorization value into the system, calling the Win32_Tpm WMI method for provisioning the TPM and specifying TRUE for either 'ForceClear_Allowed' or 'PhysicalPresencePrompts_Allowed' (as indicated by the value returned in the Additional Information), or enabling the TPM in the system BIOS.)
Additional Information: 0x80011c"
Information	8/31/2016 1:53:12 PM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service IntcAzAudAddService for Device Instance ID HDAUDIO\FUNC_01&VEN_10EC&DEV_0292&SUBSYS_17AA2223&REV_1000\4&906CEEA&0&0001 with the following status: 0.
Error	8/31/2016 1:53:03 PM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	8/31/2016 1:53:03 PM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	8/31/2016 1:53:02 PM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8D8F4F83-3594-4F07-8369-FC3C3CAE4919}
 and APPID 
{F72671A9-012C-4725-9D2F-2A4D32D65169}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	8/31/2016 1:53:02 PM	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Information	8/31/2016 1:52:59 PM	Lfsvc	1	None	Geolocation positioning is enabled.
Information	8/31/2016 1:52:57 PM	TPM	18	None	This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information	8/31/2016 1:52:57 PM	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) did not load: 
cdrom
dam"
Information	8/31/2016 1:52:56 PM	Microsoft-Windows-WLAN-AutoConfig	10001	None	"WLAN Extensibility Module has successfully started.

Module Path: C:\Windows\System32\IWMSSvc.dll
"
Information	8/31/2016 1:52:56 PM	VMnetuserif	1	None	() Starting up the User Interface Driver for VMware Virtual Networks.
Information	8/31/2016 1:52:56 PM	vmx86	34	None	"The description for Event ID 34 from source vmx86 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

VMX86.SYS: begin DriverEntry built @ 17:11:03
"
Information	8/31/2016 1:52:55 PM	Win32k	267	None	"The description for Event ID 267 from source Win32k cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The specified resource type cannot be found in the image file
"
Information	8/31/2016 1:52:55 PM	Microsoft-Windows-WLAN-AutoConfig	4000	None	"WLAN AutoConfig service has successfully started.
"
Information	8/31/2016 1:52:55 PM	VMnetBridge	10	None	() Starting up the Bridge Driver for VMware Virtual Networks.
Warning	8/31/2016 1:52:55 PM	Microsoft-Windows-TaskScheduler	414	Task Misconfiguration	Task Scheduler service found a misconfiguration in the NT TASK\DolbySelectorTask definition. Additional Data: Error Value: %ProgramFiles%\Dolby Digital Plus\ddp.exe.
Warning	8/31/2016 1:52:55 PM	Microsoft-Windows-TaskScheduler	414	Task Misconfiguration	Task Scheduler service found a misconfiguration in the NT TASK\RtHDVBg_LENOVO_MICPKEY definition. Additional Data: Error Value: C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe.
Information	8/31/2016 1:52:54 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'wcnfs' (10.0, ‎2016‎-‎07‎-‎15T20:28:27.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/31/2016 1:52:54 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'storqosflt' (10.0, ‎2016‎-‎07‎-‎15T20:26:43.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/31/2016 1:52:54 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'wcifs' (10.0, ‎2016‎-‎07‎-‎15T20:27:16.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/31/2016 1:52:54 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (10.0, ‎2016‎-‎07‎-‎15T20:21:48.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/31/2016 1:52:54 PM	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	8/31/2016 1:52:54 PM	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	8/31/2016 1:52:54 PM	BTHUSB	35	None	Bluetooth radio enablement has been accepted due to policy Connectivity\AllowBluetooth.
Information	8/31/2016 1:52:54 PM	BTHUSB	36	None	Bluetooth radio has accepted advertising due to policy Bluetooth\AllowAdvertising.
Information	8/31/2016 1:52:54 PM	BTHUSB	37	None	Bluetooth radio has accepted discoverability due to policy Bluetooth\AllowDiscoverableMode.
Information	8/31/2016 1:52:54 PM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Bluetooth\ServicesAllowedList has value of: *
Information	8/31/2016 1:52:54 PM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Bluetooth\AllowAdvertising has value of: 1
Information	8/31/2016 1:52:54 PM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Bluetooth\AllowDiscoverableMode has value of: 1
Information	8/31/2016 1:52:54 PM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Connectivity\AllowBluetooth has value of: 2
Information	8/31/2016 1:52:54 PM	Win32k	267	None	"The description for Event ID 267 from source Win32k cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The specified resource type cannot be found in the image file
"
Information	8/31/2016 1:52:54 PM	Microsoft-Windows-Directory-Services-SAM	16962	None	"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information	8/31/2016 1:52:53 PM	Microsoft-Windows-Wininit	14	None	Credential Guard (LsaIso.exe) configuration: 0x0, 0
Information	8/31/2016 1:52:53 PM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Warning	8/31/2016 1:52:53 PM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device USB\VID_138A&PID_0017\ed7a1ef73db9.
Information	8/31/2016 1:52:53 PM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Information	8/31/2016 1:52:52 PM	Microsoft-Windows-Ntfs	98	None	Volume F: (\Device\HarddiskVolume5) is healthy.  No action is needed.
Information	8/31/2016 1:52:52 PM	Microsoft-Windows-Ntfs	98	None	Volume E: (\Device\HarddiskVolume6) is healthy.  No action is needed.
Warning	8/31/2016 1:52:51 PM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device USB\VID_17E9&PID_4307&MI_01\7&8d2da4c&0&0001.
Information	8/31/2016 1:52:51 PM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Warning	8/31/2016 1:52:51 PM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device USB\VID_17E9&PID_4307&MI_00\7&8d2da4c&0&0000.
Information	8/31/2016 1:52:51 PM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Information	8/31/2016 1:52:51 PM	e1dexpress	32	None	"Intel(R) Ethernet Connection (3) I218-LM
 Network link has been established at 1Gbps full duplex.
"
Information	8/31/2016 1:52:47 PM	Netwtw04	7002	None	"The description for Event ID 7002 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP4
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	8/31/2016 1:52:47 PM	Netwtw04	7002	None	"The description for Event ID 7002 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP4
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	8/31/2016 1:52:47 PM	Netwtw04	7001	None	"The description for Event ID 7001 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP4
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	8/31/2016 1:52:47 PM	Netwtw04	7001	None	"The description for Event ID 7001 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP4
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	8/31/2016 1:52:47 PM	Netwtw04	7036	None	The \Device\NDMP4 service entered the Intel(R) Dual Band Wireless-AC 7265 state.
Information	8/31/2016 1:52:47 PM	MEIx64	2	None	Intel(R) Management Engine Interface driver has started successfully.
Information	8/31/2016 1:52:47 PM	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2594
Maximum performance percentage: 123
Minimum performance percentage: 19
Minimum throttle percentage: 1"
Information	8/31/2016 1:52:47 PM	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2594
Maximum performance percentage: 123
Minimum performance percentage: 19
Minimum throttle percentage: 1"
